periódicos, scielo_url, publicador, status
"Revista de la Asociación Argentina de Ortopedia y Traumatología", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-7434&lng=en", "Asociación Argentina de Ortopedia y Traumatología", "current"
"Revista de la Asociación Argentina de Sedimentología", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-6360&lng=en", "Asociación Argentina de Sedimentología", "deceased"
"Revista de la Asociación Española de Especialistas en Medicina del Trabajo", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1132-6255&lng=en", "Asociación Española de Especialistas en Medicina del Trabajo", "current"
"Revista de la Asociación Española de Neuropsiquiatría", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=0211-5735&lng=en", "Asociación Española de Neuropsiquiatría", "current"
"Revista de la Asociación Geológica Argentina", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0004-4822&lng=en", "Asociación Geológica Argentina", "current"
"Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0187-8433&lng=en", "Colegio Mexicano de Medicina Crítica y Terapia Intensiva, A.C.", "deceased"
"Revista de la ciencia del suelo y nutrición vegetal", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-2791&lng=en", "Sociedad Chilena de la Ciencia del Suelo", "deceased"
"Revista de la construcción", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-915X&lng=en", "Escuela de Construcción Civil, Pontificia Universidad Católica de Chile", "current"
"Revista de la educación superior", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-2760&lng=en", "Asociación Nacional de Universidades e Instituciones de Educación Superior", "suspended"
"Revista de la Escuela de Ciencias de la Educación", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2362-3349&lng=en", "Universidad Nacional de Rosario. Facultad de Humanidades y Artes. Escuela de Ciencias de la Educación", "current"
"Revista de la Facultad de Agronomía", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0378-7818&lng=en", "Facultad de Agronomía. Universidad del Zulia", "suspended"
"Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-8665&lng=en", "Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo", "current"
"Revista de la Facultad de Ciencias Veterinarias", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0258-6576&lng=en", "Revista de la Facultad de Ciencias Veterinarias. Universidad Central de Venezuela.", "current"
"Revista de la Facultad de Derecho", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=2301-0665&lng=en", "Facultad de Derecho. Universidad de la República. Fundación de Cultura Universitaria.", "current"
"Revista de la Facultad de Derecho y Ciencias Políticas", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-3886&lng=en", "Universidad Pontificia Bolivariana", "current"
"Revista de la Facultad de Ingeniería Universidad Central de Venezuela", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-4065&lng=en", "Universidad Central de Venezuela", "current"
"Revista de la Facultad de Medicina", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-0011&lng=en", "Universidad Nacional de Colombia", "current"
"Revista de la Facultad de Medicina (México)", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0026-1742&lng=en", "Universidad Nacional Autónoma de México, Facultad de Medicina", "suspended"
"Revista de la Facultad de Medicina Veterinaria y de Zootecnia", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-2952&lng=en", "Facultad de Medicina Veterinaria y de Zootecnia Universidad Nacional de Colombia", "current"
"Revista de la Sociedad Boliviana de Pediatría", "http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=1024-0675&lng=en", "Sociedad Boliviana de Pediatría", "current"
"Revista de la Sociedad Entomológica Argentina", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0373-5680&lng=en", "Sociedad Entomológica Argentina", "current"
"Revista de la Sociedad Española de Enfermería Nefrológica", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1139-1375&lng=en", "Sociedad Española de Enfermería Nefrológica", "deceased"
"Revista de la Sociedad Española del Dolor", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1134-8046&lng=en", "Inspira Network Group, S.L", "current"
"Revista de la Sociedad Química de México", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0583-7693&lng=en", "Sociedad Química de México A.C.", "deceased"
"Revista de la Sociedad Química del Perú", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1810-634X&lng=en", "Sociedad Química del Perú", "current"
"Revista de la Sociedad Venezolana de Microbiología", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-2556&lng=en", "Organo Oficial de la Sociedad Venezolana de Microbiología.", "current"
"Revista de la Unión Matemática Argentina", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0041-6932&lng=en", "Unión Matemática Argentina", "deceased"
"Revista de la Universidad Industrial de Santander. Salud", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-0807&lng=en", "Universidad Industrial de Santander", "current"
"Revista de Matemática Teoría y Aplicaciones", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1409-2433&lng=en", "Publicación del Centro de Investigaciones en Matemática Pura y Aplicada (CIMPA)", "current"
"Revista de Medicina Veterinaria", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-9354&lng=en", "Universidad de La Salle", "current"
"Revista de Microbiologia", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0001-3714&lng=en", "Sociedade Brasileira de Microbiologia", "deceased"
"Revista de nefrologia, dialisis y transplante", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2346-8548&lng=en", "Asociación Regional de Diálisis y Trasplantes Renales de Capital Federal y Provincia de Buenos Aires", "deceased"
"Revista de Neuro-Psiquiatría", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=0034-8597&lng=en", "Universidad Peruana Cayetano Heredia. Facultad de Medicina", "current"
"Revista de Nutrição", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1415-5273&lng=en", "Pontifícia Universidade Católica de Campinas", "current"
"Revista de Obstetricia y Ginecología de Venezuela", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0048-7732&lng=en", "Sociedad de Obstetricia y Ginecología de Venezuela", "current"
"Revista de Odontologia da UNESP", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1807-2577&lng=en", "Universidade Estadual Paulista Júlio de Mesquita Filho", "current"
"Revista de Odontologia da Universidade de São Paulo", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-0663&lng=en", "Universidade de São Paulo", "deceased"
"Revista de Osteoporosis y Metabolismo Mineral", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1889-836X&lng=en", "Sociedad Española de Investigaciones Óseas y Metabolismo Mineral", "current"
"Revista de otorrinolaringología y cirugía de cabeza y cuello", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-4816&lng=en", "Sociedad Chilena de Otorrinolaringología, Medicina y Cirugía de Cabeza y Cuello", "current"
"Revista de Pedagogía", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-9792&lng=en", "Escuela de Educación, Facultad de Humanidades y Educación, Universidad Central de Venezuela", "suspended"
"Revista de Producción Animal", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=2224-7920&lng=en", "Ediciones Universidad de Camagüey", "current"
"Revista de Protección Vegetal", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1010-2752&lng=en", "Centro Nacional de Sanidad Agropecuaria", "current"
"Revista de Psicología (Lima)", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0254-9247&lng=en", "Pontificia Universidad Católica del Perú. Departamento de humanidades", "current"
"Revista de psicología (Santiago)", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0719-0581&lng=en", "Universidad de Chile. Facultad de Ciencias Sociales. Departamento de Psicología", "current"
"Revista de psicología - Escuela de Psicología, Universidad Central de Venezuela", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1316-0923&lng=en", "Escuela de Psicología de la Universidad Central de Venezuela", "suspended"
"Revista de Psicologia da IMED", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2175-5027&lng=en", "Faculdade Meridional IMED - Escola de Saúde Programa de Pós-Graduação em Psicologia", "current"
"Revista de Psicologia da UNESP", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1984-9044&lng=en", "Universidade Estadual Paulista de Assis", "current"
"Revista de Psicología del Trabajo y de las Organizaciones", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1576-5962&lng=en", "Colegio Oficial de Psicólogos de Madrid", "current"
"Revista de Psicología Universidad de Antioquia", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2145-4892&lng=en", "Universidad de Antioquia", "current"
"Revista de psicología y ciencias del comportamiento de la Unidad Académica de Ciencias Jurídicas y Sociales", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-1833&lng=en", "Universidad Autónoma de Tamaulipas Unidad Académica de Ciencias Jurídicas y Sociales", "current"
"Revista de Psiquiatria do Rio Grande do Sul", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-8108&lng=en", "Sociedade de Psiquiatria do Rio Grande do Sul", "deceased"
"Revista de Relaciones Internacionales, Estrategia y Seguridad", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1909-3063&lng=en", "Universidad Militar Nueva Granada", "current"
"Revista de Salud Animal", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=0253-570X&lng=en", "Centro Nacional de Sanidad Agropecuaria", "current"
"Revista de Salud Pública", "http://www.scielosp.org/scielo.php?script=sci_serial&pid=0124-0064&lng=en", "Instituto de Salud Publica, Facultad de Medicina - Universidad Nacional de Colombia", "current"
"Revista de Saúde Pública", "http://www.scielosp.org/scielo.php?script=sci_serial&pid=0034-8910&lng=en", "Faculdade de Saúde Pública da Universidade de São Paulo", "current"
"Revista de Sociologia e Política", "http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0104-4478&lng=en", "Universidade Federal do Paraná", "current"
"Revista del Instituto Nacional de Enfermedades Respiratorias", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0187-7585&lng=en", "Instituto Nacional de Enfermedades Respiratorias", "suspended"
"Revista del Instituto Nacional de Higiene Rafael Rangel", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-0477&lng=en", "Instituto Nacional de Higiene Rafael Rangel", "current"
"Revista del Museo Argentino de Ciencias Naturales", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-0400&lng=en", "Museo Argentino de Ciencias Naturales Bernardino Rivadavia e Instituto Nacional de Investigación de las Ciencias Naturales", "current"
"Revista del Museo de Antropología", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4826&lng=en", "Museo de Antropología; Facultad de Filosofía y Humanidades; Universidad Nacional de Córdoba", "current"
"Revista Dental Press de Ortodontia e Ortopedia Facial", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1415-5419&lng=en", "Dental Press Editora", "deceased"
"Revista Derecho del Estado", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-9893&lng=en", "Universidad Externado de Colombia", "current"
"Revista Diacrítica", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0807-8967&lng=en", "Centro de Estudos Humanísticos da Universidade do Minho", "suspended"
"Revista Digital de Investigación en Docencia Universitaria", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=2223-2516&lng=en", "Universidad Peruana de Ciencias Aplicadas", "current"
"Revista Direito e Práxis", "http://www.scielo.br/scielo.php?script=sci_serial&pid=2179-8966&lng=en", "Universidade do Estado do Rio de Janeiro", "current"
"Revista Direito GV", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1808-2432&lng=en", "Fundação Getulio Vargas, Escola de Direito de São Paulo", "current"
"Revista do Colégio Brasileiro de Cirurgiões", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0100-6991&lng=en", "Colégio Brasileiro de Cirurgiões", "current"
"Revista do Departamento de Psicologia. UFF", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0104-8023&lng=en", "Universidade Federal Fluminense, Departamento de Psicologia", "deceased"
"Revista do Hospital das Clínicas", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0041-8781&lng=en", "Faculdade de Medicina / Universidade de São Paulo - FM/USP", "deceased"
"Revista do Instituto de Estudos Brasileiros", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0020-3874&lng=en", "Instituto de Estudos Brasileiros", "current"
"Revista do Instituto de Medicina Tropical de São Paulo", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0036-4665&lng=en", "Instituto de Medicina Tropical", "current"
"Revista do NUFEN", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2175-2591&lng=en", "Universidade Federal do Pará. Núcleo de Pesquisas Fenomenológicas", "current"
"Revista Dor", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1806-0013&lng=en", "Sociedade Brasileira para o Estudo da Dor", "deceased"
"Revista EAN", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-8160&lng=en", "Universidad EAN", "current"
"Revista Educación", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=2215-2644&lng=en", "Universidad de Costa Rica", "current"
"Revista EIA", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1794-1237&lng=en", "Escuela de ingenieria de Antioquia", "current"
"Revista electrónica de investigación educativa", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1607-4041&lng=en", "Universidad Autónoma de Baja California, Instituto de Investigación y Desarrollo Educativo", "current"
"Revista electrónica de investigación en educación en ciencias", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1850-6666&lng=en", "Facultad de Ciencias Exactas. Universidad Nacional del Centro de la Provincia de Buenos Aires y el Núcleo de Investigación en Educación en Ciencias y Tecnología (NIECyT)", "current"
"Revista electrónica de psicología política", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1669-3582&lng=en", "Universidad Nacional de San Luis", "suspended"
"Revista Electrónica Educare", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1409-4258&lng=en", "Universidad Nacional. CIDE", "current"
"Revista Eletrônica de Enfermagem", "http://revodonto.bvsalud.org/scielo.php?script=sci_serial&pid=1518-1944&lng=en", "Universidade Federal de Goiás", "suspended"
"Revista Eletrônica de Psicologia e Políticas Públicas", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1984-9079&lng=en", "Conselho Regional de Psicologia 9a. Região", "suspended"
"Revista Encontros Científicos - Tourism & Management Studies", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-2408&lng=en", "Escola Superior de Gestão, Hotelaria e Turismo", "deceased"
"Revista Enfermagem UERJ", "http://revodonto.bvsalud.org/scielo.php?script=sci_serial&pid=0104-3552&lng=en", "Universidade do Estado do Rio de Janeiro", "current"
"Revista EPOS", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2178-700X&lng=en", "Universidade do Estado do Rio de Janeiro, Instituto de Medicina Social", "current"
"Revista Escuela de Historia", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1669-9041&lng=en", "Universidad Nacional de Salta. Facultad de Humanidades. Escuela de Historia", "current"
"Revista Española de Cirugía Oral y Maxilofacial", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1130-0558&lng=en", "Sociedad Española de Cirugía Oral y Maxilofacial", "current"
"Revista Española de Enfermedades Digestivas", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1130-0108&lng=en", "Sociedad Española de Patología Digestiva", "current"
"Revista Española de Nutrición Humana y Dietética", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=2174-5145&lng=en", "Fundación Española de Dietistas-Nutricionistas (FEDN)", "current"
"Revista Española de Salud Pública", "http://www.scielosp.org/scielo.php?script=sci_serial&pid=1135-5727&lng=en", "Ministerio de Sanidad Servicios Sociales e Igualdad", "current"
"Revista Española de Sanidad Penitenciaria", "http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1575-0620&lng=en", "Sociedad Española de Sanidad Penitenciaria", "current"
"Revista Estomatológica Herediana", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1019-4355&lng=en", "Universidad Peruana Cayetano Heredia. Facultad de Estomatología", "current"
"Revista Estudios del Desarrollo Social: Cuba y América Latina", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=2308-0132&lng=en", "Facultad Latinoamericana de Ciencias Sociales, Programa Cuba", "current"
"Revista Estudos Lacanianos", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1983-0769&lng=en", "Laboratório de Psicanálise da Faculdade de Filosofia e Ciências Humanas da UFMG", "suspended"
"Revista Facultad de Ciencias Económicas: Investigación y Reflexión", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-6805&lng=en", "Facultad de Ciencias Económicas Universidad Militar Nueva Granada", "current"
"Revista Facultad de Ingeniería - Universidad de Tarapacá", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-1337&lng=en", "Universidad de Tarapacá. Facultad de Ingeniería", "deceased"
"Revista Facultad de Ingeniería Universidad de Antioquia", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-6230&lng=en", "Facultad de Ingeniería, Universidad de Antioquia", "current"
"Revista Facultad de Odontología Universidad de Antioquia", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-246X&lng=en", "Universidad de Antioquia", "current"
"Revista Facultad Nacional de Agronomía Medellín", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0304-2847&lng=en", "Facultad de Ciencias Agrarias - Universidad Nacional de Colombia", "current"
"Revista Facultad Nacional de Salud Pública", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-386X&lng=en", "Universidad de Antioquia", "current"
"Revista Finanzas y Política Económica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=2248-6046&lng=en", "Universidad Católica de Colombia", "current"
"Revista Finlay", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=2221-2434&lng=en", "Universidad de Ciencias Médicas de Cienfuegos. Centro Provincial de información de Ciencias Médicas", "current"
"Revista fitotecnia mexicana", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0187-7380&lng=en", "Sociedad Mexicana de Fitogenética A.C.", "suspended"
"Revista Forestal Mesoamericana Kurú", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=2215-2504&lng=en", "Instituto Tecnológico de Costa Rica", "current"
"Revista Fuerzas Armadas y Sociedad", "http://socialsciences.scielo.org/scielo.php?script=sci_serial&pid=0717-1498&lng=en", "Facultad Latinoamericana de Ciencias Sociales", "current"
"Revista Gaúcha de Enfermagem", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1983-1447&lng=en", "Universidade Federal do Rio Grande do Sul. Escola de Enfermagem", "current"
"Revista Geológica de América Central", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=0256-7024&lng=en", "Universidad de Costa Rica", "current"
"Revista geológica de Chile", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0716-0208&lng=en", "Servicio Nacional de Geología y Minería (SERNAGEOMIN)", "deceased"
"Revista Gerencia y Políticas de Salud", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-7027&lng=en", "Pontificia Universidad Javeriana", "current"
"Revista Habanera de Ciencias Médicas", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1729-519X&lng=en", "Universidad de Ciencias Médicas de la Habana", "current"
"Revista Historia de la Educación Latinoamericana", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-7238&lng=en", "Universidad Pedagógica de Colombia - UPTC", "current"
"Revista iberoamericana de ciencia tecnología y sociedad", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1850-0013&lng=en", "Organización de Estados Iberoamericanos (OEI), el Centro de Estudios sobre Ciencia, Desarrollo y Educación Superior - REDES (Argentina) y el Instituto Universitario de Estudios de la Ciencia y la Tecnología de la Universidad de Salamanca (España)", "current"
"Revista iberoamericana de educación superior", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-2872&lng=en", "Universidad Nacional Autónoma de México, Instituto de Investigaciones sobre la Universidad y la Educación; Universia", "current"
"Revista Iberoamericana de Tecnología en Educación y Educación en Tecnología", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1850-9959&lng=en", "Red de Universidades Nacionales con Carreras de Informática", "current"
"Revista IBRACON de Estruturas e Materiais", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1983-4195&lng=en", "IBRACON - Instituto Brasileiro do Concreto", "current"
"Revista industrial y agrícola de Tucumán", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-3018&lng=en", "Estación Experimental Agroindustrial Obispo Colombres", "deceased"
"Revista Ingeniería Biomédica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1909-9762&lng=en", "Fondo Editorial EIA, Escuela de Ingeniería de Antioquia EIA-, Universidad CES", "current"
"Revista ingeniería de construcción", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-5073&lng=en", "Pontificia Universidad Católica de Chile. Departamento de Ingeniería y Gestión de la Construcción", "current"
"Revista Ingenierías Universidad de Medellín", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1692-3324&lng=en", "Universidad de Medellín", "current"
"Revista Integra Educativa", "http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=1997-4043&lng=en", "Instituto Internacional de Integración", "suspended"
"Revista Integración", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-419X&lng=en", "Universidad Industrial de Santander", "current"
"Revista interamericana de ambiente y turismo", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-235X&lng=en", "Universidad de Talca. Facultad de Economía y Negocios.", "current"
"Revista Interamericana de Bibliotecología", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-0976&lng=en", "Escuela Interamericana de Bibliotecología", "current"
"Revista interdisciplinaria de estudios de género de El Colegio de México", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2395-9185&lng=en", "El Colegio de México A.C., Programa Interdisciplinario de Estudios de la Mujer", "current"
"Revista internacional de contaminación ambiental", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0188-4999&lng=en", "Centro de Ciencias de la Atmósfera, UNAM", "current"
"Revista INVI", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-8358&lng=en", "Universidad de Chile. Facultad de Arquitectura y Urbanismo. Instituto de la Vivienda", "current"
"Revista ION", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-100X&lng=en", "Universidad Industrial de Santander", "current"
"Revista IUS", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-2147&lng=en", "Instituto de Ciencias Jurídicas de Puebla, Departamento de Investigaciones", "current"
"Revista Kairós", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1516-2567&lng=en", "Pontifícia Universidade Católica de São Paulo", "deceased"
"Revista Katálysis", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1414-4980&lng=en", "Programa de Pós-Graduação em Serviço Social e Curso de Graduação em Serviço Social da Universidade Federal de Santa Catarina", "current"
"Revista Lasallista de Investigación", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1794-4449&lng=en", "Corporación Universitaria Lasallista", "current"
"Revista Latino-Americana de Enfermagem", "http://revodonto.bvsalud.org/scielo.php?script=sci_serial&pid=0104-1169&lng=en", "Escola de Enfermagem de Ribeirão Preto / Universidade de São Paulo", "current"
"Revista Latinoamericana de Bioética", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1657-4702&lng=en", "Universidad Militar Nueva Granada", "current"
"Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1692-715X&lng=en", "Centro de Estudios Avanzados en Niñez y Juventud Cinde - Universidad de Manizales", "current"
"Revista latinoamericana de derecho social", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-4670&lng=en", "Universidad Nacional Autónoma de México, Instituto de Investigaciones Jurídicas", "current"
"Revista Latinoamericana de Desarrollo Económico", "http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=2074-4706&lng=en", "Universidad Católica Boliviana San Pablo", "current"
"Revista latinoamericana de educación inclusiva", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-7378&lng=en", "Universidad Central de Chile. Facultad de Ciencias de la Educación - Red Iberoamericana de Investigación sobre Cambio y Eficacia Escolar (RINACE).", "current"
"Revista latinoamericana de filosofía", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-7353&lng=en", "Centro de Investigaciones Filosóficas", "current"
"Revista latinoamericana de investigación en matemática educativa", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-2436&lng=en", "Comité Latinoamericano de Matemática Educativa", "suspended"
"Revista Latinoamericana de Metalurgia y Materiales", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0255-6952&lng=en", "Universidad Simón Bolívar", "current"
"Revista Latinoamericana de Psicología", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0120-0534&lng=en", "Fundación Universitaria Konrad Lorenz", "suspended"
"Revista Latinoamericana de Psicopatologia Fundamental", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1415-4714&lng=en", "Associação Universitária de Pesquisa em Psicopatologia Fundamental", "deceased"
"Revista latinoamericana de química", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0370-5943&lng=en", "Laboratorios Mixim S.A.", "suspended"
"Revista Lusófona de Educação", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-7250&lng=en", "Centro de Estudos e Intervenção em Educação e Formação (CeiEF)", "suspended"
"Revista Mal Estar e Subjetividade", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1518-6148&lng=en", "Universidade de Fortaleza", "current"
"Revista Med", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-5256&lng=en", "Universidad Militar Nueva Granada. Facultad de Medicina", "current"
"Revista médica de Chile", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0034-9887&lng=en", "Sociedad Médica de Santiago", "current"
"Revista Médica de Risaralda", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-0667&lng=en", "Universidad Tecnológica de Pereira", "current"
"Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1017-8546&lng=en", "Editorial Nacional de Salud y Seguridad Social", "suspended"
"Revista Médica del Uruguay", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-0390&lng=en", "Sindicato Médico del Uruguay", "current"
"Revista Médica Electrónica", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1684-1824&lng=en", "CENTRO PROVINCIAL DE INFORMACIÓN DE CIENCIAS MÉDICAS. MATANZAS", "current"
"Revista Medica Herediana", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1018-130X&lng=en", "Universidad Peruana Cayetano Heredia. Facultad de Medicina Alberto Hurtado", "current"
"Revista Médica La Paz", "http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=1726-8958&lng=en", "Colegio Médico de La Paz", "current"
"Revista mexicana de análisis de la conducta", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-4534&lng=en", "Sociedad Mexicana de Análisis de la Conducta", "suspended"
